Customer_ID,Quarter,Segment,Plan,Status,MRR_INR,Tenure_Months,Seats,Usage_Pct,CSAT,Industry,Churn_Reason,Onboarding_Type,Support_Tickets,Region
1003,Q4,SMB,Starter,Trial,4402,14,9,30,5.2,SaaS,Not Applicable,Self-serve,4,East
1004,Q4,Enterprise,Enterprise,Active,64307,25,156,69,6.9,Fintech,Not Applicable,Unknown,6,West
1005,Q4,SMB,Starter,Churned,4099,24,8,11,3.7,Manufacturing,Price,Self-serve,6,South
1006,Q4,Mid-Market,Growth,Churned,14014,33,11,22,5.3,Media,Competitor,Self-serve,15,South
1007,Q4,Mid-Market,Growth,Trial,8958,30,22,39,6.6,SaaS,Not Applicable,Assisted,1,South
1008,Q4,SMB,Starter,Churned,4970,11,5,18,3.8,Ecommerce,Poor UX,Self-serve,6,West
1009,Q4,Enterprise,Enterprise,Active,76928,9,95,51,7.6,EdTech,Not Applicable,Enterprise CSM,5,North
1010,Q4,SMB,Growth,Active,8932,21,11,39,8.7,SaaS,Not Applicable,Self-serve,1,East
1011,Q4,Mid-Market,Growth,Active,13889,3,32,46,6.2,Logistics,Not Applicable,Assisted,4,East
1012,Q4,Mid-Market,Growth,Trial,18995,23,42,42,6.5,Media,Not Applicable,Assisted,2,East
1013,Q4,Enterprise,Enterprise,Active,44263,21,53,56,7.6,Healthcare,Not Applicable,Enterprise CSM,1,West
1014,Q4,Enterprise,Growth,Trial,13924,18,32,44,6.7,Fintech,Not Applicable,Self-serve,0,East
1015,Q4,Enterprise,Enterprise,Active,34124,7,54,52,7.4,Logistics,Not Applicable,Enterprise CSM,2,West
1016,Q4,SMB,Growth,Active,16958,12,48,39,8.7,SaaS,Not Applicable,Assisted,2,North
1017,Q4,SMB,Starter,Active,4534,6,6,63,8.1,Media,Not Applicable,Self-serve,4,East
1018,Q4,Mid-Market,Starter,Active,3631,13,1,43,8.6,Healthcare,Not Applicable,Self-serve,1,North
1019,Q4,SMB,Growth,Trial,17009,27,20,31,6.4,Healthcare,Not Applicable,Assisted,3,East
1020,Q4,Mid-Market,Growth,Active,13242,24,32,55,7.9,Healthcare,Not Applicable,Self-serve,4,South
1021,Q4,SMB,Starter,Active,4705,12,9,41,8.8,EdTech,Not Applicable,Self-serve,3,West
1022,Q4,Enterprise,Starter,Active,4684,25,1,67,7.4,Media,Not Applicable,Self-serve,2,South
1023,Q4,SMB,Starter,Churned,4404,18,9,29,3.3,EdTech,Budget cut,Self-serve,4,East
1024,Q4,Enterprise,Enterprise,Active,52908,18,146,38,7.2,Media,Not Applicable,Enterprise CSM,3,South
1025,Q4,Enterprise,Growth,Trial,16844,15,43,28,6.6,Healthcare,Not Applicable,Assisted,3,South
1026,Q4,SMB,Starter,Active,3302,14,10,40,8.4,Media,Not Applicable,Self-serve,6,East
1027,Q4,Enterprise,Enterprise,Active,35588,3,167,54,7.5,Manufacturing,Not Applicable,Enterprise CSM,0,West
1028,Q4,SMB,Growth,Churned,12352,27,50,14,4.8,Ecommerce,Budget cut,Assisted,4,South
1029,Q4,Mid-Market,Starter,Active,3842,4,3,67,7.2,Logistics,Not Applicable,Self-serve,1,West
1030,Q4,SMB,Growth,Churned,17510,7,35,7,4.9,EdTech,Missing features,Assisted,7,North
1031,Q4,Enterprise,Enterprise,Trial,46774,21,100,25,6.8,Fintech,Not Applicable,Enterprise CSM,4,East
1032,Q4,Enterprise,Enterprise,Churned,60809,19,20,7,4.1,Media,Poor UX,Enterprise CSM,7,South
1033,Q4,SMB,Growth,Churned,17016,22,15,8,3.5,Healthcare,Budget cut,Self-serve,12,North
1034,Q4,Mid-Market,Starter,Trial,3712,25,8,28,7.0,Logistics,Not Applicable,Self-serve,1,East
1035,Q4,SMB,Starter,Active,3678,4,8,69,8.4,Fintech,Not Applicable,Self-serve,4,South
1036,Q4,Enterprise,Growth,Active,13298,8,47,62,6.2,SaaS,Not Applicable,Assisted,5,East
1037,Q4,Enterprise,Growth,Active,9488,35,8,45,6.9,SaaS,Not Applicable,Assisted,2,North
1038,Q4,Enterprise,Enterprise,Churned,47725,5,127,40,4.0,Fintech,Competitor,Enterprise CSM,9,South
1039,Q4,SMB,Growth,Churned,9793,10,23,7,5.7,Ecommerce,Missing features,Assisted,12,West
1040,Q4,SMB,Starter,Trial,3571,8,10,28,8.0,Media,Not Applicable,Self-serve,0,West
1041,Q4,Mid-Market,Enterprise,Trial,50526,34,69,41,6.9,Logistics,Not Applicable,Enterprise CSM,0,North
1042,Q4,Enterprise,Enterprise,Active,57857,29,133,73,6.2,EdTech,Not Applicable,Enterprise CSM,0,East
1043,Q4,Mid-Market,Enterprise,Churned,72735,23,162,10,4.9,Ecommerce,Budget cut,Enterprise CSM,3,West
1044,Q4,Enterprise,Enterprise,Active,38958,20,69,43,9.0,Ecommerce,Not Applicable,Enterprise CSM,5,South
1045,Q4,SMB,Growth,Trial,19672,8,6,15,5.3,Logistics,Not Applicable,Assisted,1,West
1046,Q4,SMB,Starter,Active,2039,17,9,41,6.2,SaaS,Not Applicable,Self-serve,4,North
1047,Q4,Enterprise,Starter,Churned,4430,28,2,20,3.9,Logistics,Missing features,Self-serve,12,West
1048,Q4,Enterprise,Enterprise,Churned,54622,4,150,5,4.2,EdTech,Missing features,Enterprise CSM,9,North
1049,Q4,Mid-Market,Growth,Active,15253,6,18,36,8.8,Fintech,Not Applicable,Assisted,2,West
1050,Q4,SMB,Starter,Active,2456,24,8,61,6.2,Ecommerce,Not Applicable,Self-serve,3,East
1051,Q4,Enterprise,Enterprise,Churned,64300,25,124,25,5.4,SaaS,Competitor,Enterprise CSM,13,South
1052,Q4,SMB,Starter,Churned,2651,12,3,26,4.2,Logistics,Price,Self-serve,14,East
1053,Q4,Enterprise,Enterprise,Churned,69293,16,130,36,5.0,Fintech,Price,Enterprise CSM,11,North
1054,Q4,SMB,Enterprise,Churned,35095,34,73,32,3.1,Healthcare,Competitor,Enterprise CSM,10,West
1055,Q4,SMB,Starter,Active,3419,17,4,61,8.1,Logistics,Not Applicable,Unknown,3,East
1056,Q4,Enterprise,Growth,Active,18324,6,36,75,8.4,Fintech,Not Applicable,Assisted,1,North
1057,Q4,SMB,Starter,Churned,2276,10,4,30,5.5,EdTech,Price,Self-serve,11,East
1058,Q4,Enterprise,Enterprise,Churned,73207,20,194,9,3.4,Fintech,Poor UX,Enterprise CSM,13,West
1059,Q4,Mid-Market,Growth,Churned,15461,30,43,35,5.4,Manufacturing,Missing features,Assisted,15,North
1060,Q4,Mid-Market,Enterprise,Active,34048,12,107,68,6.5,Manufacturing,Not Applicable,Enterprise CSM,3,North
1061,Q4,Enterprise,Starter,Active,4497,22,2,73,8.6,SaaS,Not Applicable,Self-serve,3,East
1062,Q4,SMB,Starter,Active,3056,12,9,71,7.4,EdTech,Not Applicable,Self-serve,1,East
1063,Q4,SMB,Starter,Paused,2935,5,8,36,7.5,Logistics,Not Applicable,Self-serve,6,North
1064,Q4,SMB,Starter,Trial,3228,9,2,31,5.7,Healthcare,Not Applicable,Self-serve,1,East
1065,Q4,Enterprise,Enterprise,Churned,56017,17,114,10,3.2,SaaS,Missing features,Enterprise CSM,12,South
1066,Q4,SMB,Starter,Active,3454,27,1,37,7.1,Ecommerce,Not Applicable,Self-serve,4,East
1067,Q4,SMB,Starter,Active,2254,14,4,38,8.9,SaaS,Not Applicable,Self-serve,3,West
1068,Q4,Enterprise,Enterprise,Active,70101,8,182,44,8.5,SaaS,Not Applicable,Enterprise CSM,2,East
1069,Q4,Enterprise,Enterprise,Active,79827,24,73,69,6.4,SaaS,Not Applicable,Enterprise CSM,3,East
1070,Q4,SMB,Growth,Active,13889,34,40,59,7.2,Logistics,Not Applicable,Self-serve,0,East
1071,Q4,SMB,Enterprise,Paused,79435,3,74,33,6.6,EdTech,Not Applicable,Enterprise CSM,3,North
1072,Q4,SMB,Starter,Active,4434,35,7,64,6.5,Healthcare,Not Applicable,Unknown,2,East
1073,Q4,SMB,Growth,Active,17428,8,33,75,8.7,Ecommerce,Not Applicable,Assisted,2,South
1074,Q4,SMB,Starter,Active,4610,8,9,51,6.3,EdTech,Not Applicable,Self-serve,1,West
1075,Q4,Mid-Market,Growth,Active,13775,36,9,61,8.1,Media,Not Applicable,Assisted,5,South
1076,Q4,SMB,Growth,Churned,13592,18,47,27,3.5,Ecommerce,Price,Assisted,13,North
1077,Q4,SMB,Starter,Churned,3632,9,10,17,5.0,SaaS,Not Applicable,Self-serve,14,West
1078,Q4,SMB,Starter,Active,3356,31,4,39,6.9,EdTech,Not Applicable,Self-serve,2,North
1079,Q4,Mid-Market,Growth,Churned,9150,7,39,27,3.7,SaaS,Poor UX,Assisted,9,East
1080,Q4,Enterprise,Growth,Paused,10625,28,39,31,7.6,Fintech,Not Applicable,Self-serve,2,North
1081,Q4,Mid-Market,Growth,Active,13993,31,25,57,9.0,Media,Not Applicable,Assisted,2,South
1082,Q4,Mid-Market,Growth,Churned,11890,11,46,17,4.9,EdTech,Missing features,Self-serve,6,West
1083,Q4,SMB,Starter,Active,2283,29,2,74,7.1,Healthcare,Not Applicable,Self-serve,4,East
1084,Q4,Enterprise,Growth,Active,12352,16,8,65,7.6,Fintech,Not Applicable,Assisted,1,West
1085,Q4,Enterprise,Enterprise,Paused,44353,12,33,37,7.9,Fintech,Not Applicable,Enterprise CSM,5,East
1086,Q4,Mid-Market,Growth,Churned,9148,7,35,33,5.7,Logistics,No response,Assisted,3,South
1087,Q4,SMB,Growth,Trial,8160,25,32,47,5.2,Media,Not Applicable,Assisted,4,West
1088,Q4,SMB,Growth,Active,10838,19,33,57,6.8,SaaS,Not Applicable,Assisted,0,North
1089,Q4,Enterprise,Enterprise,Trial,79217,22,25,32,5.9,Ecommerce,Not Applicable,Enterprise CSM,0,East
1090,Q4,SMB,Starter,Active,2066,36,2,39,7.3,Healthcare,Not Applicable,Self-serve,1,South
1091,Q4,Mid-Market,Growth,Paused,10782,32,30,40,5.9,Manufacturing,Not Applicable,Assisted,5,South
1092,Q4,Mid-Market,Growth,Active,10874,22,10,39,7.4,EdTech,Not Applicable,Assisted,1,North
1093,Q4,SMB,Growth,Trial,14112,5,36,31,6.5,Fintech,Not Applicable,Self-serve,1,North
1094,Q4,SMB,Starter,Trial,2162,25,5,22,7.0,Logistics,Not Applicable,Self-serve,5,West
1095,Q4,Mid-Market,Growth,Active,11253,4,46,75,8.8,Fintech,Not Applicable,Assisted,5,West
1096,Q4,SMB,Starter,Paused,3792,22,2,19,5.3,Fintech,Not Applicable,Self-serve,0,North
1097,Q4,Mid-Market,Growth,Active,18315,6,35,51,7.5,Logistics,Not Applicable,Self-serve,3,West
1098,Q4,SMB,Growth,Active,18931,30,8,38,7.9,Fintech,Not Applicable,Assisted,2,East
1099,Q4,Enterprise,Enterprise,Paused,53970,20,28,34,5.3,Media,Not Applicable,Self-serve,5,East
1100,Q4,Mid-Market,Growth,Active,13337,20,30,71,8.1,Healthcare,Not Applicable,Self-serve,2,South
1101,Q4,Enterprise,Enterprise,Trial,72900,22,198,48,7.0,EdTech,Not Applicable,Enterprise CSM,1,West
1102,Q4,Mid-Market,Growth,Active,15070,35,23,70,6.8,Manufacturing,Not Applicable,Self-serve,0,East
1103,Q4,SMB,Starter,Paused,3464,25,2,15,5.6,SaaS,Not Applicable,Self-serve,4,North
1104,Q4,SMB,Starter,Active,2411,20,6,37,7.2,Manufacturing,Not Applicable,Self-serve,5,South
1105,Q4,Mid-Market,Enterprise,Trial,48001,31,61,30,7.6,Manufacturing,Not Applicable,Enterprise CSM,0,West
1106,Q4,Mid-Market,Growth,Trial,15837,19,14,32,5.2,Media,Not Applicable,Self-serve,1,East
1107,Q4,Enterprise,Enterprise,Active,37294,24,115,71,8.9,Media,Not Applicable,Enterprise CSM,6,West
1108,Q4,Mid-Market,Enterprise,Trial,53531,8,174,50,7.0,Manufacturing,Not Applicable,Enterprise CSM,3,East
1109,Q4,SMB,Starter,Active,3318,12,2,43,8.8,Media,Not Applicable,Self-serve,3,South
1110,Q4,Mid-Market,Starter,Churned,4072,29,2,18,4.1,EdTech,No response,Self-serve,10,North
1111,Q4,SMB,Growth,Active,15124,36,20,38,7.6,Healthcare,Not Applicable,Assisted,5,East
1112,Q4,Mid-Market,Growth,Churned,9838,10,14,11,5.3,Ecommerce,Competitor,Assisted,13,South
1113,Q4,Enterprise,Enterprise,Active,78753,31,26,57,8.9,Media,Not Applicable,Enterprise CSM,3,West
1114,Q4,Mid-Market,Enterprise,Churned,58283,4,72,10,4.6,Fintech,Price,Enterprise CSM,5,East
1115,Q4,SMB,Enterprise,Active,67503,28,118,38,8.0,Logistics,Not Applicable,Enterprise CSM,2,South
1116,Q4,Mid-Market,Growth,Paused,16866,25,23,38,6.7,SaaS,Not Applicable,Self-serve,5,West
1117,Q4,SMB,Starter,Trial,3103,30,2,26,7.5,Healthcare,Not Applicable,Self-serve,2,West
1118,Q4,Mid-Market,Growth,Trial,19002,17,37,23,6.7,SaaS,Not Applicable,Assisted,4,West
1119,Q4,Enterprise,Enterprise,Churned,30569,30,114,5,4.4,Healthcare,Price,Enterprise CSM,12,South
1120,Q4,SMB,Starter,Trial,3031,14,6,22,5.5,Logistics,Not Applicable,Self-serve,5,East
1121,Q4,Mid-Market,Growth,Active,8662,16,39,50,6.6,Media,Not Applicable,Assisted,5,East
1122,Q4,Enterprise,Growth,Active,15366,16,21,41,6.3,EdTech,Not Applicable,Assisted,5,North
1123,Q4,Mid-Market,Enterprise,Paused,37743,9,77,53,6.3,Logistics,Not Applicable,Enterprise CSM,0,North
1124,Q4,Mid-Market,Growth,Active,11317,27,40,39,6.9,SaaS,Not Applicable,Assisted,1,North
1125,Q4,SMB,Starter,Churned,4994,29,6,6,4.2,Logistics,Price,Self-serve,7,South
1126,Q4,Enterprise,Enterprise,Active,65365,33,184,72,6.9,Media,Not Applicable,Enterprise CSM,4,East
1127,Q4,Enterprise,Enterprise,Paused,76259,34,199,44,5.0,Healthcare,Not Applicable,Self-serve,4,South
1128,Q4,SMB,Starter,Churned,4990,26,6,8,4.0,Healthcare,Price,Self-serve,11,North
1129,Q4,Mid-Market,Growth,Churned,8828,17,38,16,4.1,Manufacturing,Budget cut,Assisted,6,East
1130,Q4,Mid-Market,Enterprise,Churned,58703,13,84,5,4.8,Fintech,Price,Enterprise CSM,7,East
1131,Q4,Enterprise,Enterprise,Churned,30737,7,43,36,5.7,SaaS,Missing features,Enterprise CSM,11,West
1132,Q4,SMB,Growth,Trial,19336,30,30,41,5.4,EdTech,Not Applicable,Self-serve,3,West
1133,Q4,Enterprise,Enterprise,Trial,31133,29,68,40,5.3,Media,Not Applicable,Enterprise CSM,2,North
1134,Q4,Mid-Market,Enterprise,Paused,50938,20,137,25,7.6,Manufacturing,Not Applicable,Enterprise CSM,4,South
1135,Q4,Mid-Market,Growth,Active,12443,6,15,55,7.3,Manufacturing,Not Applicable,Self-serve,4,West
1136,Q4,SMB,Starter,Churned,3681,10,2,38,4.7,SaaS,Price,Self-serve,10,North
1137,Q4,Enterprise,Enterprise,Churned,73146,5,154,5,5.4,SaaS,Missing features,Enterprise CSM,6,East
1138,Q4,Enterprise,Enterprise,Paused,53369,13,189,46,5.1,Fintech,Not Applicable,Enterprise CSM,2,South
1139,Q4,SMB,Growth,Paused,8855,23,37,21,5.9,Fintech,Not Applicable,Assisted,5,East
1140,Q4,Mid-Market,Enterprise,Active,68193,35,135,58,8.0,Media,Not Applicable,Unknown,5,West
